Method:,Hadamard 1,,
1459.110409,2.573659,651192.000000,1738.000000
1463.384472,2.583691,650688.000000,1697.000000
1466.585111,2.551897,649656.000000,1823.000000
1469.781544,2.568105,648836.000000,1754.000000
1472.973769,2.549529,646124.000000,1823.000000
1476.161787,2.575406,645540.000000,1716.000000
1479.345598,2.566170,641164.000000,1741.000000
1482.525202,2.569359,638840.000000,1722.000000
1485.700600,2.563542,636564.000000,1739.000000
1489.927918,2.561239,631376.000000,1734.000000
1493.093499,2.587720,625792.000000,1617.000000
1496.254873,2.564875,622364.000000,1695.000000
1499.412039,2.585176,619828.000000,1611.000000
1502.564999,2.574568,616136.000000,1641.000000
1505.713752,2.571025,612992.000000,1646.000000
1508.858298,2.553930,608308.000000,1699.000000
1513.044481,2.594299,604304.000000,1538.000000
1516.179211,2.578564,600232.000000,1584.000000
1519.309733,2.556011,595040.000000,1654.000000
1522.436048,2.578184,590620.000000,1560.000000
1525.558157,2.554213,584700.000000,1632.000000
1528.676058,2.589354,579592.000000,1492.000000
1531.789752,2.582165,571988.000000,1497.000000
1534.899240,2.556416,565348.000000,1570.000000
1539.038678,2.606087,555124.000000,1375.000000
1542.138349,2.576018,548880.000000,1457.000000
1545.233813,2.595402,543996.000000,1381.000000
1548.325070,2.597799,536312.000000,1354.000000
1551.412120,2.591078,528856.000000,1356.000000
1554.494963,2.582398,519920.000000,1360.000000
1557.573599,2.582580,511724.000000,1338.000000
1561.671903,2.547705,501180.000000,1420.000000
1564.740722,2.592847,493812.000000,1261.000000
1567.805335,2.559316,486484.000000,1342.000000
1570.865740,2.562171,478016.000000,1310.000000
1573.921939,2.593958,470736.000000,1199.000000
1576.973930,2.561379,462940.000000,1271.000000
1580.021715,2.567973,455600.000000,1232.000000
1584.078883,2.575978,442228.000000,1174.000000
1587.116851,2.588425,434928.000000,1122.000000
1590.150612,2.597325,426524.000000,1078.000000
1593.180167,2.593902,417680.000000,1064.000000
1596.205514,2.626081,409220.000000,968.000000
1599.226654,2.589170,400340.000000,1031.000000
1602.243587,2.625415,390020.000000,924.000000
1605.256313,2.553358,383312.000000,1072.000000
1609.266737,2.549833,372056.000000,1049.000000
1612.269646,2.618604,361928.000000,871.000000
1615.268349,2.579168,355176.000000,936.000000
1618.262845,2.616264,346344.000000,838.000000
1621.253133,2.596795,335508.000000,849.000000
1624.239215,2.657388,326676.000000,719.000000
1627.221090,2.567841,317936.000000,860.000000
1631.190378,2.626388,303324.000000,717.000000
1634.162437,2.551409,296520.000000,833.000000
1637.130288,2.646087,287740.000000,650.000000
1640.093932,2.565036,282096.000000,768.000000
1643.053370,2.574130,273812.000000,730.000000
1646.008600,2.581064,266404.000000,699.000000
1648.959623,2.596513,258280.000000,654.000000
1651.906439,2.523177,250172.000000,750.000000
1655.828983,2.545336,240100.000000,684.000000
1658.765983,2.535452,230580.000000,672.000000
1661.698776,2.618548,222696.000000,536.000000
1664.627362,2.653931,214104.000000,475.000000
1667.551741,2.562664,206036.000000,564.000000
1670.471913,2.569932,198740.000000,535.000000
1673.387877,2.483119,191324.000000,629.000000
1677.269286,2.550730,180904.000000,509.000000
1680.175435,2.623199,173020.000000,412.000000
1683.077376,2.567660,163336.000000,442.000000
1685.975111,2.449689,153492.000000,545.000000
1688.868638,2.459177,144792.000000,503.000000
1691.757958,2.508398,134764.000000,418.000000
1694.643072,2.537985,125628.000000,364.000000
1697.523978,2.416882,116732.000000,447.000000
1701.358642,2.652524,104684.000000,233.000000
