Method:,Hadamard 1,,
1542.138349,2.583534,548880.000000,1432.000000
1545.233813,2.600781,543996.000000,1364.000000
1548.325070,2.572868,536312.000000,1434.000000
1551.412120,2.599486,528856.000000,1330.000000
1554.494963,2.608048,519920.000000,1282.000000
1557.573599,2.582255,511724.000000,1339.000000
1561.671903,2.581398,501180.000000,1314.000000
1564.740722,2.588392,493812.000000,1274.000000
1567.805335,2.606442,486484.000000,1204.000000
1570.865740,2.610886,478016.000000,1171.000000
1573.921939,2.589992,470736.000000,1210.000000
1576.973930,2.560355,462940.000000,1274.000000
1580.021715,2.583402,455600.000000,1189.000000
1584.078883,2.592568,442228.000000,1130.000000
1587.116851,2.565800,434928.000000,1182.000000
1590.150612,2.568868,426524.000000,1151.000000
1593.180167,2.590244,417680.000000,1073.000000
1596.205514,2.592841,409220.000000,1045.000000
1599.226654,2.566199,400340.000000,1087.000000
1602.243587,2.611539,390020.000000,954.000000
1605.256313,2.598126,383312.000000,967.000000
1609.266737,2.582495,372056.000000,973.000000
1612.269646,2.571403,361928.000000,971.000000
1615.268349,2.594275,355176.000000,904.000000
1618.262845,2.572897,346344.000000,926.000000
1621.253133,2.587684,335508.000000,867.000000
1624.239215,2.561809,326676.000000,896.000000
1627.221090,2.586412,317936.000000,824.000000
1631.190378,2.594852,303324.000000,771.000000
1634.162437,2.582192,296520.000000,776.000000
1637.130288,2.533173,287740.000000,843.000000
1640.093932,2.578824,282096.000000,744.000000
1643.053370,2.604305,273812.000000,681.000000
1646.008600,2.551639,266404.000000,748.000000
1648.959623,2.573242,258280.000000,690.000000
1651.906439,2.543326,250172.000000,716.000000
1655.828983,2.559534,240100.000000,662.000000
1658.765983,2.561418,230580.000000,633.000000
1661.698776,2.613713,222696.000000,542.000000
1664.627362,2.483669,214104.000000,703.000000
1667.551741,2.539426,206036.000000,595.000000
1670.471913,2.505194,198740.000000,621.000000
1673.387877,2.555858,191324.000000,532.000000
1677.269286,2.534814,180904.000000,528.000000
1680.175435,2.532233,173020.000000,508.000000
1683.077376,2.439295,163336.000000,594.000000
1685.975111,2.589489,153492.000000,395.000000
1688.868638,2.454881,144792.000000,508.000000
1691.757958,2.489092,134764.000000,437.000000
1694.643072,2.500296,125628.000000,397.000000
1697.523978,2.548676,116732.000000,330.000000
1701.358642,2.452854,104684.000000,369.000000
