Method:,Hadamard 3,,
2089.880938,2.185967,1696544.000000,11056.000000
2093.771395,2.182835,1704312.000000,11187.000000
2097.653171,2.188738,1710184.000000,11074.000000
2101.526268,2.181552,1717208.000000,11305.000000
2105.390686,2.179059,1723688.000000,11413.000000
2109.246423,2.178917,1731128.000000,11466.000000
2113.093481,2.175422,1734776.000000,11583.000000
2116.931859,2.173369,1739264.000000,11668.000000
2120.761557,2.173336,1741368.000000,11683.000000
2124.582576,2.170552,1737200.000000,11730.000000
2128.394915,2.169214,1737320.000000,11767.000000
2132.198574,2.159881,1736944.000000,12020.000000
2135.993553,2.163330,1734040.000000,11905.000000
2140.725072,2.165964,1733160.000000,11827.000000
2144.500522,2.164090,1732264.000000,11872.000000
2148.267292,2.155693,1729576.000000,12085.000000
2152.025383,2.165858,1729952.000000,11808.000000
2155.774794,2.167253,1729344.000000,11766.000000
2159.515525,2.166540,1729736.000000,11788.000000
2163.247576,2.162798,1728864.000000,11884.000000
2166.970948,2.159057,1726440.000000,11970.000000
2170.685640,2.155721,1725536.000000,12056.000000
2174.391652,2.161330,1719984.000000,11863.000000
2178.088985,2.159254,1713224.000000,11873.000000
2181.777638,2.163977,1704536.000000,11685.000000
2185.457611,2.160521,1691456.000000,11688.000000
2189.128904,2.159451,1680800.000000,11643.000000
2192.791518,2.162426,1667352.000000,11471.000000
2196.445452,2.165040,1653144.000000,11305.000000
2200.090706,2.169343,1643464.000000,11128.000000
2203.727281,2.165498,1630736.000000,11140.000000
2207.355175,2.172822,1618720.000000,10873.000000
2210.974390,2.172077,1609552.000000,10830.000000
2214.584926,2.171143,1602832.000000,10808.000000
2218.186781,2.170635,1598144.000000,10789.000000
2221.779957,2.187049,1593400.000000,10358.000000
2225.364453,2.178808,1592432.000000,10550.000000
2228.940270,2.191681,1589184.000000,10221.000000
2232.507406,2.187584,1588896.000000,10316.000000
2236.065863,2.196643,1585744.000000,10083.000000
2239.615641,2.193062,1583328.000000,10151.000000
2243.156738,2.198129,1575080.000000,9981.000000
2246.689156,2.198497,1570416.000000,9943.000000
2250.212894,2.212896,1563272.000000,9575.000000
2253.727952,2.202369,1556592.000000,9768.000000
2257.234331,2.210907,1550768.000000,9542.000000
2260.732030,2.218165,1543520.000000,9340.000000
2264.221049,2.216670,1535416.000000,9323.000000
2267.701389,2.222323,1528000.000000,9158.000000
2271.173048,2.227037,1523256.000000,9031.000000
2274.636028,2.237917,1516240.000000,8767.000000
2278.090329,2.223203,1510704.000000,9036.000000
2281.535949,2.234854,1503696.000000,8756.000000
2284.972890,2.233234,1497240.000000,8751.000000
2288.401151,2.232440,1488016.000000,8713.000000
2291.820732,2.237684,1478608.000000,8554.000000
2296.083003,2.231229,1467184.000000,8615.000000
2299.483055,2.237280,1456512.000000,8434.000000
2302.874428,2.231418,1448400.000000,8501.000000
2306.257120,2.231228,1437888.000000,8443.000000
2309.631133,2.236178,1429048.000000,8296.000000
2312.996466,2.235746,1423840.000000,8274.000000
2316.353119,2.232016,1418832.000000,8316.000000
2319.701093,2.227560,1412792.000000,8366.000000
2323.040387,2.233355,1404216.000000,8205.000000
2326.371001,2.227932,1391184.000000,8231.000000
2329.692936,2.223584,1383016.000000,8265.000000
2333.006191,2.220057,1372992.000000,8272.000000
2336.310766,2.228838,1366312.000000,8067.000000
2339.606661,2.219604,1360616.000000,8206.000000
2342.893876,2.212206,1353120.000000,8301.000000
2346.172412,2.206985,1349512.000000,8379.000000
2349.442268,2.207769,1348080.000000,8355.000000
2352.703445,2.208236,1343552.000000,8318.000000
2355.955942,2.202370,1341144.000000,8416.000000
2359.199759,2.193961,1334184.000000,8536.000000
2362.434896,2.181917,1327944.000000,8735.000000
2365.661353,2.185723,1318928.000000,8600.000000
2368.879131,2.180611,1308496.000000,8633.000000
2372.088229,2.177391,1299584.000000,8638.000000
2375.288648,2.178139,1287808.000000,8545.000000
2378.480386,2.175927,1277816.000000,8522.000000
2381.663445,2.161319,1266432.000000,8735.000000
2384.837824,2.169009,1253640.000000,8495.000000
2388.003524,2.164915,1242024.000000,8496.000000
2391.160543,2.165085,1231832.000000,8423.000000
2394.308883,2.165252,1219432.000000,8335.000000
2397.448544,2.163693,1205296.000000,8268.000000
2400.579524,2.155739,1189576.000000,8311.000000
