Method:,Hadamard 3,,
2299.483055,2.591722,1456512.000000,3729.000000
2302.874428,2.567824,1448400.000000,3918.000000
2306.257120,2.552959,1437888.000000,4025.000000
2309.631133,2.537942,1429048.000000,4141.000000
2312.996466,2.527943,1423840.000000,4222.000000
2316.353119,2.531066,1418832.000000,4177.000000
2319.701093,2.531821,1412792.000000,4152.000000
2323.040387,2.513259,1404216.000000,4307.000000
2326.371001,2.499044,1391184.000000,4409.000000
2329.692936,2.475997,1383016.000000,4622.000000
2333.006191,2.461798,1372992.000000,4741.000000
2336.310766,2.447308,1366312.000000,4878.000000
2339.606661,2.447278,1360616.000000,4858.000000
2342.893876,2.436468,1353120.000000,4953.000000
2346.172412,2.426799,1349512.000000,5051.000000
2349.442268,2.420870,1348080.000000,5115.000000
2352.703445,2.421707,1343552.000000,5088.000000
2355.955942,2.402054,1341144.000000,5314.000000
2359.199759,2.393385,1334184.000000,5393.000000
2362.434896,2.377637,1327944.000000,5566.000000
2365.661353,2.381124,1318928.000000,5484.000000
2368.879131,2.355973,1308496.000000,5765.000000
2372.088229,2.354741,1299584.000000,5742.000000
2375.288648,2.340548,1287808.000000,5879.000000
2378.480386,2.330349,1277816.000000,5972.000000
2381.663445,2.346859,1266432.000000,5698.000000
2384.837824,2.335044,1253640.000000,5796.000000
2388.003524,2.325344,1242024.000000,5872.000000
2391.160543,2.329376,1231832.000000,5770.000000
2394.308883,2.334263,1219432.000000,5648.000000
2397.448544,2.318040,1205296.000000,5795.000000
2400.579524,2.319670,1189576.000000,5698.000000
