Method:,Hadamard 3,,
2135.993553,2.326943,1734040.000000,8168.000000
2140.725072,2.320966,1733160.000000,8277.000000
2144.500522,2.326658,1732264.000000,8165.000000
2148.267292,2.320539,1729576.000000,8268.000000
2152.025383,2.323744,1729952.000000,8209.000000
2155.774794,2.321270,1729344.000000,8253.000000
2159.515525,2.324113,1729736.000000,8201.000000
2163.247576,2.326763,1728864.000000,8147.000000
2166.970948,2.326901,1726440.000000,8133.000000
2170.685640,2.317218,1725536.000000,8312.000000
2174.391652,2.319597,1719984.000000,8240.000000
2178.088985,2.317097,1713224.000000,8255.000000
2181.777638,2.320076,1704536.000000,8157.000000
2185.457611,2.316943,1691456.000000,8153.000000
2189.128904,2.326517,1680800.000000,7925.000000
2192.791518,2.320569,1667352.000000,7970.000000
2196.445452,2.323330,1653144.000000,7852.000000
2200.090706,2.312073,1643464.000000,8011.000000
2203.727281,2.319010,1630736.000000,7823.000000
2207.355175,2.313804,1618720.000000,7859.000000
2210.974390,2.315781,1609552.000000,7779.000000
2214.584926,2.326251,1602832.000000,7562.000000
2218.186781,2.306319,1598144.000000,7894.000000
2221.779957,2.325703,1593400.000000,7527.000000
2225.364453,2.312871,1592432.000000,7748.000000
2228.940270,2.309024,1589184.000000,7801.000000
2232.507406,2.307944,1588896.000000,7819.000000
2236.065863,2.316174,1585744.000000,7657.000000
2239.615641,2.320877,1583328.000000,7563.000000
2243.156738,2.309517,1575080.000000,7723.000000
2246.689156,2.309806,1570416.000000,7695.000000
2250.212894,2.313450,1563272.000000,7596.000000
2253.727952,2.313079,1556592.000000,7570.000000
2257.234331,2.314560,1550768.000000,7516.000000
2260.732030,2.317056,1543520.000000,7438.000000
2264.221049,2.312266,1535416.000000,7481.000000
2267.701389,2.316656,1528000.000000,7370.000000
2271.173048,2.321298,1523256.000000,7269.000000
2274.636028,2.315901,1516240.000000,7326.000000
2278.090329,2.327860,1510704.000000,7101.000000
2281.535949,2.310577,1503696.000000,7355.000000
2284.972890,2.304127,1497240.000000,7433.000000
2288.401151,2.308512,1488016.000000,7313.000000
2291.820732,2.290069,1478608.000000,7582.000000
2296.083003,2.314982,1467184.000000,7104.000000
2299.483055,2.298684,1456512.000000,7322.000000
2302.874428,2.298399,1448400.000000,7286.000000
2306.257120,2.306528,1437888.000000,7099.000000
2309.631133,2.295128,1429048.000000,7243.000000
2312.996466,2.297095,1423840.000000,7184.000000
2316.353119,2.299207,1418832.000000,7124.000000
2319.701093,2.295347,1412792.000000,7157.000000
2323.040387,2.288356,1404216.000000,7229.000000
2326.371001,2.291271,1391184.000000,7114.000000
2329.692936,2.282049,1383016.000000,7224.000000
2333.006191,2.289910,1372992.000000,7043.000000
2336.310766,2.279486,1366312.000000,7179.000000
2339.606661,2.269699,1360616.000000,7312.000000
2342.893876,2.273582,1353120.000000,7207.000000
2346.172412,2.277209,1349512.000000,7128.000000
2349.442268,2.278518,1348080.000000,7099.000000
2352.703445,2.274495,1343552.000000,7141.000000
2355.955942,2.266359,1341144.000000,7263.000000
2359.199759,2.279622,1334184.000000,7008.000000
2362.434896,2.268145,1327944.000000,7162.000000
2365.661353,2.265126,1318928.000000,7163.000000
2368.879131,2.272606,1308496.000000,6985.000000
2372.088229,2.254246,1299584.000000,7237.000000
2375.288648,2.264133,1287808.000000,7010.000000
2378.480386,2.269828,1277816.000000,6865.000000
2381.663445,2.256926,1266432.000000,7009.000000
2384.837824,2.277315,1253640.000000,6620.000000
2388.003524,2.275442,1242024.000000,6587.000000
2391.160543,2.264153,1231832.000000,6705.000000
2394.308883,2.274583,1219432.000000,6480.000000
2397.448544,2.266846,1205296.000000,6520.000000
2400.579524,2.266506,1189576.000000,6440.000000
