Method:,Hadamard 3,,
1865.815755,2.605097,1130680.000000,2807.000000
1870.177087,2.620080,1109912.000000,2662.000000
1874.529738,2.620330,1094696.000000,2624.000000
1878.873710,2.604245,1077408.000000,2680.000000
1883.209003,2.634399,1065672.000000,2473.000000
1887.535615,2.611006,1056336.000000,2587.000000
1891.853548,2.645141,1045096.000000,2366.000000
1896.162801,2.635497,1039856.000000,2407.000000
1900.463374,2.635127,1032496.000000,2392.000000
1904.755268,2.625583,1032856.000000,2446.000000
1909.038482,2.631255,1032744.000000,2414.000000
1913.313016,2.646194,1036120.000000,2340.000000
1917.578871,2.633319,1037664.000000,2414.000000
1921.836045,2.670336,1041048.000000,2224.000000
1926.084540,2.639856,1044672.000000,2394.000000
1930.324356,2.628818,1047384.000000,2462.000000
1934.555491,2.640669,1057560.000000,2419.000000
1938.777947,2.674430,1068392.000000,2261.000000
1942.991723,2.648785,1079736.000000,2424.000000
1947.196820,2.624487,1095960.000000,2602.000000
1951.393236,2.633978,1110272.000000,2579.000000
1955.580973,2.650665,1127368.000000,2520.000000
1959.760031,2.659873,1145128.000000,2506.000000
1963.930408,2.647696,1165008.000000,2622.000000
1969.131174,2.662775,1188688.000000,2584.000000
1973.282022,2.663107,1206168.000000,2620.000000
1977.424191,2.647453,1224304.000000,2757.000000
1981.557679,2.649326,1241640.000000,2784.000000
1985.682488,2.655119,1260120.000000,2788.000000
1989.798618,2.656738,1280704.000000,2823.000000
1993.906067,2.668238,1305288.000000,2802.000000
1998.004837,2.646139,1325976.000000,2995.000000
2002.094927,2.664532,1347776.000000,2918.000000
2006.176337,2.660592,1369472.000000,2992.000000
2010.249068,2.674095,1387696.000000,2939.000000
2014.313119,2.660646,1406264.000000,3072.000000
2018.368490,2.667249,1423160.000000,3062.000000
2022.415181,2.660931,1440168.000000,3144.000000
2026.453193,2.667406,1456688.000000,3133.000000
2030.482525,2.656874,1475336.000000,3251.000000
2034.503177,2.670566,1489336.000000,3180.000000
2038.515150,2.691612,1507736.000000,3067.000000
2042.518443,2.652553,1523184.000000,3390.000000
2046.513056,2.687720,1542032.000000,3165.000000
2050.498989,2.658104,1560528.000000,3429.000000
2054.476243,2.655024,1580680.000000,3498.000000
2058.444817,2.670599,1599520.000000,3415.000000
2062.404711,2.645530,1614144.000000,3651.000000
2066.355926,2.697615,1630904.000000,3272.000000
2070.298460,2.665573,1645472.000000,3554.000000
2074.232315,2.664751,1658072.000000,3588.000000
2078.157491,2.677408,1670472.000000,3511.000000
2082.073986,2.661486,1680512.000000,3664.000000
2085.981802,2.672636,1689864.000000,3591.000000
2089.880938,2.684629,1696544.000000,3507.000000
2093.771395,2.659258,1704312.000000,3735.000000
2097.653171,2.661101,1710184.000000,3732.000000
2101.526268,2.670986,1717208.000000,3663.000000
2105.390686,2.680881,1723688.000000,3594.000000
2109.246423,2.670362,1731128.000000,3698.000000
2113.093481,2.666256,1734776.000000,3741.000000
2116.931859,2.636139,1739264.000000,4020.000000
2120.761557,2.671634,1741368.000000,3709.000000
2124.582576,2.671883,1737200.000000,3698.000000
2128.394915,2.682734,1737320.000000,3607.000000
2132.198574,2.665060,1736944.000000,3756.000000
2135.993553,2.674038,1734040.000000,3673.000000
2140.725072,2.669348,1733160.000000,3711.000000
2144.500522,2.670412,1732264.000000,3700.000000
2148.267292,2.681878,1729576.000000,3598.000000
2152.025383,2.696829,1729952.000000,3477.000000
2155.774794,2.668976,1729344.000000,3706.000000
2159.515525,2.702812,1729736.000000,3429.000000
2163.247576,2.676182,1728864.000000,3644.000000
2166.970948,2.681211,1726440.000000,3597.000000
2170.685640,2.650900,1725536.000000,3855.000000
2174.391652,2.672281,1719984.000000,3658.000000
2178.088985,2.694111,1713224.000000,3465.000000
2181.777638,2.664698,1704536.000000,3689.000000
2185.457611,2.690442,1691456.000000,3450.000000
2189.128904,2.690729,1680800.000000,3426.000000
2192.791518,2.668994,1667352.000000,3573.000000
2196.445452,2.670290,1653144.000000,3532.000000
2200.090706,2.665287,1643464.000000,3552.000000
2203.727281,2.676331,1630736.000000,3436.000000
2207.355175,2.683997,1618720.000000,3351.000000
2210.974390,2.664502,1609552.000000,3485.000000
2214.584926,2.654048,1602832.000000,3555.000000
2218.186781,2.637178,1598144.000000,3685.000000
2221.779957,2.674566,1593400.000000,3371.000000
2225.364453,2.696775,1592432.000000,3201.000000
2228.940270,2.666260,1589184.000000,3427.000000
2232.507406,2.659391,1588896.000000,3481.000000
2236.065863,2.681325,1585744.000000,3303.000000
2239.615641,2.647755,1583328.000000,3563.000000
2243.156738,2.645121,1575080.000000,3566.000000
2246.689156,2.654186,1570416.000000,3482.000000
2250.212894,2.646383,1563272.000000,3529.000000
2253.727952,2.636234,1556592.000000,3597.000000
2257.234331,2.626710,1550768.000000,3663.000000
2260.732030,2.614249,1543520.000000,3752.000000
2264.221049,2.631979,1535416.000000,3583.000000
2267.701389,2.626376,1528000.000000,3612.000000
2271.173048,2.609901,1523256.000000,3740.000000
2274.636028,2.631029,1516240.000000,3546.000000
2278.090329,2.612035,1510704.000000,3691.000000
2281.535949,2.601280,1503696.000000,3766.000000
2284.972890,2.612642,1497240.000000,3653.000000
2288.401151,2.563120,1488016.000000,4069.000000
2291.820732,2.582704,1478608.000000,3865.000000
2296.083003,2.562799,1467184.000000,4015.000000
2299.483055,2.561471,1456512.000000,3998.000000
2302.874428,2.567381,1448400.000000,3922.000000
2306.257120,2.549199,1437888.000000,4060.000000
2309.631133,2.547699,1429048.000000,4049.000000
2312.996466,2.532181,1423840.000000,4181.000000
2316.353119,2.509862,1418832.000000,4386.000000
2319.701093,2.506231,1412792.000000,4404.000000
2323.040387,2.499953,1404216.000000,4441.000000
2326.371001,2.495317,1391184.000000,4447.000000
2329.692936,2.482148,1383016.000000,4557.000000
2333.006191,2.485906,1372992.000000,4485.000000
2336.310766,2.460781,1366312.000000,4729.000000
2339.606661,2.450779,1360616.000000,4819.000000
2342.893876,2.455375,1353120.000000,4742.000000
2346.172412,2.422607,1349512.000000,5100.000000
2349.442268,2.428666,1348080.000000,5024.000000
2352.703445,2.417968,1343552.000000,5132.000000
2355.955942,2.397987,1341144.000000,5364.000000
2359.199759,2.392500,1334184.000000,5404.000000
2362.434896,2.385987,1327944.000000,5460.000000
2365.661353,2.375303,1318928.000000,5558.000000
2368.879131,2.370060,1308496.000000,5581.000000
2372.088229,2.361141,1299584.000000,5658.000000
2375.288648,2.339810,1287808.000000,5889.000000
2378.480386,2.348541,1277816.000000,5727.000000
2381.663445,2.342159,1266432.000000,5760.000000
2384.837824,2.332355,1253640.000000,5832.000000
2388.003524,2.341314,1242024.000000,5660.000000
2391.160543,2.360739,1231832.000000,5368.000000
2394.308883,2.334417,1219432.000000,5646.000000
2397.448544,2.322939,1205296.000000,5730.000000
2400.579524,2.317238,1189576.000000,5730.000000
