Method:,Hadamard 3,,
1794.854010,2.507971,1613648.000000,5010.000000
1799.354217,2.525337,1572208.000000,4690.000000
1803.845744,2.508075,1531560.000000,4754.000000
1808.328592,2.505886,1493408.000000,4659.000000
1812.802759,2.481044,1457608.000000,4815.000000
1817.268247,2.508709,1425392.000000,4418.000000
1821.725056,2.482370,1393440.000000,4589.000000
1826.173185,2.492529,1360832.000000,4378.000000
1830.612634,2.518249,1328760.000000,4029.000000
1835.043403,2.484842,1298784.000000,4253.000000
1839.465492,2.492009,1271032.000000,4094.000000
1843.878902,2.477684,1245112.000000,4145.000000
1848.283632,2.477942,1219704.000000,4058.000000
1852.679682,2.448012,1197672.000000,4269.000000
1857.067053,2.471410,1174848.000000,3968.000000
1861.445744,2.472757,1152064.000000,3879.000000
1865.815755,2.458395,1130680.000000,3935.000000
1870.177087,2.441495,1109912.000000,4016.000000
1874.529738,2.429379,1094696.000000,4073.000000
1878.873710,2.438541,1077408.000000,3925.000000
1883.209003,2.447497,1065672.000000,3803.000000
1887.535615,2.427645,1056336.000000,3946.000000
1891.853548,2.424985,1045096.000000,3928.000000
1896.162801,2.443174,1039856.000000,3748.000000
1900.463374,2.414224,1032496.000000,3978.000000
1904.755268,2.426666,1032856.000000,3867.000000
1909.038482,2.423151,1032744.000000,3898.000000
1913.313016,2.426690,1036120.000000,3879.000000
1917.578871,2.420781,1037664.000000,3938.000000
1921.836045,2.419666,1041048.000000,3961.000000
1926.084540,2.401980,1044672.000000,4140.000000
1930.324356,2.414047,1047384.000000,4037.000000
1934.555491,2.402091,1057560.000000,4190.000000
1938.777947,2.415735,1068392.000000,4102.000000
1942.991723,2.423937,1079736.000000,4068.000000
1947.196820,2.405317,1095960.000000,4310.000000
1951.393236,2.402174,1110272.000000,4398.000000
1955.580973,2.387894,1127368.000000,4615.000000
1959.760031,2.414120,1145128.000000,4413.000000
1963.930408,2.412827,1165008.000000,4503.000000
1969.131174,2.397370,1188688.000000,4761.000000
1973.282022,2.409957,1206168.000000,4693.000000
1977.424191,2.402327,1224304.000000,4848.000000
1981.557679,2.408075,1241640.000000,4852.000000
1985.682488,2.421166,1260120.000000,4778.000000
1989.798618,2.395220,1280704.000000,5155.000000
1993.906067,2.402132,1305288.000000,5171.000000
1998.004837,2.404616,1325976.000000,5223.000000
2002.094927,2.411033,1347776.000000,5231.000000
2006.176337,2.414990,1369472.000000,5267.000000
2010.249068,2.425373,1387696.000000,5211.000000
2014.313119,2.409207,1406264.000000,5481.000000
2018.368490,2.411629,1423160.000000,5516.000000
2022.415181,2.403606,1440168.000000,5686.000000
2026.453193,2.426811,1456688.000000,5452.000000
2030.482525,2.419851,1475336.000000,5611.000000
2034.503177,2.413400,1489336.000000,5749.000000
2038.515150,2.420474,1507736.000000,5726.000000
2042.518443,2.411459,1523184.000000,5906.000000
2046.513056,2.421235,1542032.000000,5846.000000
2050.498989,2.408013,1560528.000000,6099.000000
2054.476243,2.411242,1580680.000000,6132.000000
2058.444817,2.419586,1599520.000000,6087.000000
2062.404711,2.407982,1614144.000000,6309.000000
2066.355926,2.417662,1630904.000000,6234.000000
2070.298460,2.410994,1645472.000000,6387.000000
2074.232315,2.417720,1658072.000000,6337.000000
2078.157491,2.434459,1670472.000000,6143.000000
2082.073986,2.418719,1680512.000000,6408.000000
2085.981802,2.420723,1689864.000000,6414.000000
2089.880938,2.419669,1696544.000000,6455.000000
2093.771395,2.426048,1704312.000000,6390.000000
2097.653171,2.420798,1710184.000000,6490.000000
2101.526268,2.420309,1717208.000000,6524.000000
2105.390686,2.412072,1723688.000000,6674.000000
2109.246423,2.432489,1731128.000000,6395.000000
2113.093481,2.440386,1734776.000000,6293.000000
2116.931859,2.426785,1739264.000000,6510.000000
2120.761557,2.420623,1741368.000000,6611.000000
2124.582576,2.413905,1737200.000000,6698.000000
2128.394915,2.420797,1737320.000000,6593.000000
2132.198574,2.435987,1736944.000000,6365.000000
2135.993553,2.418529,1734040.000000,6615.000000
2140.725072,2.422001,1733160.000000,6559.000000
2144.500522,2.434406,1732264.000000,6371.000000
2148.267292,2.425360,1729576.000000,6495.000000
2152.025383,2.424720,1729952.000000,6506.000000
2155.774794,2.440060,1729344.000000,6278.000000
2159.515525,2.435822,1729736.000000,6341.000000
2163.247576,2.428605,1728864.000000,6444.000000
2166.970948,2.430293,1726440.000000,6410.000000
2170.685640,2.424947,1725536.000000,6486.000000
2174.391652,2.421610,1719984.000000,6515.000000
2178.088985,2.427906,1713224.000000,6396.000000
2181.777638,2.427876,1704536.000000,6364.000000
2185.457611,2.431409,1691456.000000,6264.000000
2189.128904,2.443187,1680800.000000,6058.000000
2192.791518,2.432870,1667352.000000,6154.000000
2196.445452,2.415058,1653144.000000,6357.000000
2200.090706,2.416902,1643464.000000,6293.000000
2203.727281,2.434522,1630736.000000,5996.000000
2207.355175,2.414823,1618720.000000,6228.000000
2210.974390,2.430440,1609552.000000,5974.000000
2214.584926,2.422989,1602832.000000,6052.000000
2218.186781,2.425827,1598144.000000,5995.000000
2221.779957,2.430737,1593400.000000,5910.000000
2225.364453,2.434015,1592432.000000,5862.000000
2228.940270,2.430838,1589184.000000,5893.000000
2232.507406,2.440824,1588896.000000,5758.000000
2236.065863,2.420060,1585744.000000,6028.000000
2239.615641,2.426809,1583328.000000,5926.000000
2243.156738,2.426230,1575080.000000,5903.000000
2246.689156,2.429007,1570416.000000,5848.000000
2250.212894,2.419299,1563272.000000,5953.000000
2253.727952,2.419120,1556592.000000,5930.000000
2257.234331,2.414064,1550768.000000,5977.000000
2260.732030,2.431572,1543520.000000,5714.000000
2264.221049,2.422274,1535416.000000,5807.000000
2267.701389,2.402583,1528000.000000,6047.000000
2271.173048,2.404332,1523256.000000,6004.000000
2274.636028,2.412278,1516240.000000,5868.000000
2278.090329,2.407298,1510704.000000,5914.000000
2281.535949,2.396195,1503696.000000,6039.000000
2284.972890,2.392890,1497240.000000,6059.000000
2288.401151,2.383874,1488016.000000,6148.000000
2291.820732,2.391123,1478608.000000,6008.000000
2296.083003,2.379662,1467184.000000,6121.000000
2299.483055,2.376279,1456512.000000,6124.000000
2302.874428,2.373712,1448400.000000,6126.000000
2306.257120,2.373393,1437888.000000,6086.000000
2309.631133,2.357087,1429048.000000,6280.000000
2312.996466,2.348709,1423840.000000,6379.000000
2316.353119,2.348884,1418832.000000,6354.000000
2319.701093,2.338503,1412792.000000,6480.000000
2323.040387,2.356305,1404216.000000,6182.000000
2326.371001,2.327342,1391184.000000,6547.000000
2329.692936,2.331941,1383016.000000,6440.000000
2333.006191,2.332711,1372992.000000,6382.000000
2336.310766,2.324646,1366312.000000,6470.000000
2339.606661,2.313534,1360616.000000,6610.000000
2342.893876,2.300171,1353120.000000,6779.000000
2346.172412,2.292651,1349512.000000,6879.000000
2349.442268,2.300026,1348080.000000,6756.000000
2352.703445,2.297538,1343552.000000,6772.000000
2355.955942,2.287935,1341144.000000,6911.000000
2359.199759,2.286493,1334184.000000,6898.000000
2362.434896,2.272166,1327944.000000,7096.000000
2365.661353,2.266523,1318928.000000,7140.000000
2368.879131,2.267845,1308496.000000,7062.000000
2372.088229,2.256412,1299584.000000,7201.000000
2375.288648,2.255241,1287808.000000,7155.000000
2378.480386,2.260131,1277816.000000,7020.000000
2381.663445,2.248276,1266432.000000,7150.000000
2384.837824,2.255002,1253640.000000,6969.000000
2388.003524,2.250150,1242024.000000,6982.000000
2391.160543,2.259963,1231832.000000,6770.000000
2394.308883,2.254480,1219432.000000,6787.000000
2397.448544,2.239046,1205296.000000,6951.000000
2400.579524,2.241544,1189576.000000,6821.000000
